sosofia95,"@boonemchargue Yes, get a Samsung",Sun Sep 24 00:44:51 +0000 2017
srsroot,#SRSRoot: samsung SAMSUNG-SM-N915A (Build: LMY47X.N915AUCU2COI2) #Android  5.1.1 Now Supported for #Root at https://t.co/Kq7tuB1Gf0,Sun Sep 24 00:44:54 +0000 2017
